0xffff800010b79140,0,0,0,0,0,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,2,4,1,4,4,1
0xffff800010b79144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2,4,4,0,0,0
0xffff800010b79148,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,2,3,0,0,2,0,0,0,4,0,4,4,2
0xffff800010b7914c,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,4,4,1,1,1,1
0xffff800010b79150,0,1,0,0,0,4,4,4,1,4,4,4,1,4,1,1,4,4,4,4,4,1,4,4,4,4,1,4,4,4,2,2
0xffff800010b79154,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,2,0,1,1,4,1,4,4,1
0xffff800010b79158,0,1,0,0,0,4,4,4,1,4,4,4,1,4,1,1,4,4,4,4,4,1,4,4,4,4,0,4,4,4,2,4
0xffff800010b7915c,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,4,4,1,1,1,1
0xffff800010b79160,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,4,0,4,4,0
0xffff800010b79164,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,4,4,0,0,0,1
0xffff800010b79168,1,3,3,3,3,3,3,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,4,3,3,4,4,3,3
0xffff800010b7916c,3,3,3,3,3,1,0,0,0,1,3,2,0,2,2,0,0,2,1,1,1,1,0,0,3,4,3,0,4,4,0,0
0xffff800010b79170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0
0xffff800010b79174,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,4,4,1,1
0xffff800010b79178,20,1,20,20,20,20,20,1,1,1,20,0,0,0,20,0,20,0,0,0,0,0,20,4,0,4,20,20,0,4,20,0
0xffff800010b7917c,1,0,0,0,0,1,1,1,1,1,4,1,1,1,1,1,0,0,0,0,0,0,4,1,1,1,2,4,4,1,1,4
0xffff800010b79180,20,1,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,20,20,20,20,20,4,20,20,2,4,4,0,20,0
0xffff800010b79184,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,4,1,4,1,0,4,4,1,1
0xffff800010b79188,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,4,0,4,1,1,4,4,1,1
0xffff800010b7918c,20,20,20,20,20,1,1,1,1,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,4,20,20,2,4,1,20
0xffff800010b79190,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0
0xffff800010b79194,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,0,4,2,4,4,0,0,1
0xffff800010b79198,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0
0xffff800010b7919c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,4,4,1,0,1,1
0xffff800010b791a0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,4,4,0,4,0,0
0xffff800010b791a4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0
0xffff800010b791a8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,4,0,4,4,0,4,0,0
0xffff800010b791ac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,2,4,0
0xffff800010b791b0,20,1,20,20,20,1,20,1,1,1,20,20,20,20,20,20,20,20,20,20,20,20,20,4,1,4,20,20,4,4,20,20
0xffff800010b791b4,20,1,20,20,20,20,19,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,4,20,4,4,4,4,0,20,0
0xffff800010b791b8,0,20,20,20,0,1,1,1,1,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,4,0,20,2,4,1,20
0xffff800010b791bc,0,0,0,0,0,2,0,0,3,1,20,8,1,1,1,3,2,1,1,2,1,1,1,1,0,0,0,0,4,2,4,0
0xffff800010b791c0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0xffff800010b791c4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0xffff800010b791c8,0,0,0,0,0,4,4,4,1,4,4,4,1,4,1,1,4,4,4,4,4,0,4,4,4,4,0,4,4,4,2,4
0xffff800010b791cc,0,1,0,0,0,1,1,1,1,1,20,0,0,0,20,0,20,0,0,0,0,20,0,4,0,4,0,20,0,4,20,0
0xffff800010b791d0,20,1,20,20,20,0,20,20,20,0,20,20,20,20,20,20,20,20,20,20,20,20,20,4,20,20,2,4,4,0,20,0
0xffff800010b791d4,20,20,0,20,20,1,1,1,1,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,4,20,20,2,4,1,20
0xffff800010b791d8,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,0,4,2,4,4,0,0,1
0xffff800010b791dc,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0
0xffff800010b791e0,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0
0xffff800010b791e4,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,4,4,4,1,0,1,1
0xffff800010b791e8,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,19,0,4,0,0
0xffff800010b791ec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0
0xffff800010b791f0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,4,0,0
0xffff800010b791f4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2,4,0
0xffff800010b791f8,20,1,20,20,20,1,20,1,1,1,20,20,20,20,20,20,20,20,20,20,20,20,20,4,1,4,20,20,4,4,20,20
0xffff800010b791fc,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,4,20,4,4,4,4,0,20,0
0xffff800010b79200,0,20,20,20,0,1,1,1,1,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,4,0,20,20,4,1,20
0xffff800010b79204,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2,3,1,1,1,2,1,1,1,1,0,0,0,0,4,2,4,0
